prefix,zone_name,base_rate
339,🇺🇸 North Florida,2700
341,🇺🇸 North Florida,2700
342,🇺🇸 North Florida,2700
344,🇺🇸 North Florida,2700
346,🇺🇸 North Florida,2700
347,🇺🇸 North Florida,2700
349,🇺🇸 North Florida,2700
330,🇺🇸 South Florida,2800
331,🇺🇸 South Florida,2800
332,🇺🇸 South Florida,2800
333,🇺🇸 South Florida,2800
334,🇺🇸 South Florida,2800

# --- OHIO VALLEY ---
430,🇺🇸 Ohio Valley (OH),3000
431,🇺🇸 Ohio Valley (OH),3000
432,🇺🇸 Ohio Valley (OH),3000
433,🇺🇸 Ohio Valley (OH),3000
434,🇺🇸 Ohio Valley (OH),3000
435,🇺🇸 Ohio Valley (OH),3000
436,🇺🇸 Ohio Valley (OH),3000
437,🇺🇸 Ohio Valley (OH),3000
438,🇺🇸 Ohio Valley (OH),3000
439,🇺🇸 Ohio Valley (OH),3000
440,🇺🇸 Ohio Valley (OH),3000
441,🇺🇸 Ohio Valley (OH),3000
442,🇺🇸 Ohio Valley (OH),3000
443,🇺🇸 Ohio Valley (OH),3000
444,🇺🇸 Ohio Valley (OH),3000
445,🇺🇸 Ohio Valley (OH),3000
446,🇺🇸 Ohio Valley (OH),3000
447,🇺🇸 Ohio Valley (OH),3000
448,🇺🇸 Ohio Valley (OH),3000
449,🇺🇸 Ohio Valley (OH),3000
450,🇺🇸 Ohio Valley (OH),3000
451,🇺🇸 Ohio Valley (OH),3000
452,🇺🇸 Ohio Valley (OH),3000
453,🇺🇸 Ohio Valley (OH),3000
454,🇺🇸 Ohio Valley (OH),3000
455,🇺🇸 Ohio Valley (OH),3000
456,🇺🇸 Ohio Valley (OH),3000
457,🇺🇸 Ohio Valley (OH),3000
458,🇺🇸 Ohio Valley (OH),3000
459,🇺🇸 Ohio Valley (OH),3000

# --- MIDWEST (IL/IN/MO) ---
460,🇺🇸 Midwest (IL/IN/MO),3100
461,🇺🇸 Midwest (IL/IN/MO),3100
462,🇺🇸 Midwest (IL/IN/MO),3100
463,🇺🇸 Midwest (IL/IN/MO),3100
464,🇺🇸 Midwest (IL/IN/MO),3100
465,🇺🇸 Midwest (IL/IN/MO),3100
466,🇺🇸 Midwest (IL/IN/MO),3100
467,🇺🇸 Midwest (IL/IN/MO),3100
468,🇺🇸 Midwest (IL/IN/MO),3100
469,🇺🇸 Midwest (IL/IN/MO),3100
470,🇺🇸 Midwest (IL/IN/MO),3100
471,🇺🇸 Midwest (IL/IN/MO),3100
472,🇺🇸 Midwest (IL/IN/MO),3100
473,🇺🇸 Midwest (IL/IN/MO),3100
474,🇺🇸 Midwest (IL/IN/MO),3100
475,🇺🇸 Midwest (IL/IN/MO),3100
476,🇺🇸 Midwest (IL/IN/MO),3100
477,🇺🇸 Midwest (IL/IN/MO),3100
478,🇺🇸 Midwest (IL/IN/MO),3100
479,🇺🇸 Midwest (IL/IN/MO),3100
600,🇺🇸 Midwest (IL/IN/MO),3100
601,🇺🇸 Midwest (IL/IN/MO),3100
602,🇺🇸 Midwest (IL/IN/MO),3100
603,🇺🇸 Midwest (IL/IN/MO),3100
604,🇺🇸 Midwest (IL/IN/MO),3100
605,🇺🇸 Midwest (IL/IN/MO),3100
606,🇺🇸 Midwest (IL/IN/MO),3100
607,🇺🇸 Midwest (IL/IN/MO),3100
608,🇺🇸 Midwest (IL/IN/MO),3100
609,🇺🇸 Midwest (IL/IN/MO),3100
610,🇺🇸 Midwest (IL/IN/MO),3100
611,🇺🇸 Midwest (IL/IN/MO),3100
612,🇺🇸 Midwest (IL/IN/MO),3100
613,🇺🇸 Midwest (IL/IN/MO),3100
614,🇺🇸 Midwest (IL/IN/MO),3100
615,🇺🇸 Midwest (IL/IN/MO),3100
616,🇺🇸 Midwest (IL/IN/MO),3100
617,🇺🇸 Midwest (IL/IN/MO),3100
618,🇺🇸 Midwest (IL/IN/MO),3100
619,🇺🇸 Midwest (IL/IN/MO),3100
620,🇺🇸 Midwest (IL/IN/MO),3100
622,🇺🇸 Midwest (IL/IN/MO),3100
623,🇺🇸 Midwest (IL/IN/MO),3100
624,🇺🇸 Midwest (IL/IN/MO),3100
625,🇺🇸 Midwest (IL/IN/MO),3100
626,🇺🇸 Midwest (IL/IN/MO),3100
627,🇺🇸 Midwest (IL/IN/MO),3100
628,🇺🇸 Midwest (IL/IN/MO),3100
629,🇺🇸 Midwest (IL/IN/MO),3100
630,🇺🇸 Midwest (IL/IN/MO),3100
631,🇺🇸 Midwest (IL/IN/MO),3100
633,🇺🇸 Midwest (IL/IN/MO),3100
634,🇺🇸 Midwest (IL/IN/MO),3100
635,🇺🇸 Midwest (IL/IN/MO),3100
636,🇺🇸 Midwest (IL/IN/MO),3100
637,🇺🇸 Midwest (IL/IN/MO),3100
638,🇺🇸 Midwest (IL/IN/MO),3100
639,🇺🇸 Midwest (IL/IN/MO),3100
640,🇺🇸 Midwest (IL/IN/MO),3100
641,🇺🇸 Midwest (IL/IN/MO),3100
644,🇺🇸 Midwest (IL/IN/MO),3100
645,🇺🇸 Midwest (IL/IN/MO),3100
646,🇺🇸 Midwest (IL/IN/MO),3100
647,🇺🇸 Midwest (IL/IN/MO),3100
648,🇺🇸 Midwest (IL/IN/MO),3100
650,🇺🇸 Midwest (IL/IN/MO),3100
651,🇺🇸 Midwest (IL/IN/MO),3100
652,🇺🇸 Midwest (IL/IN/MO),3100
653,🇺🇸 Midwest (IL/IN/MO),3100
654,🇺🇸 Midwest (IL/IN/MO),3100
655,🇺🇸 Midwest (IL/IN/MO),3100
656,🇺🇸 Midwest (IL/IN/MO),3100
657,🇺🇸 Midwest (IL/IN/MO),3100
658,🇺🇸 Midwest (IL/IN/MO),3100
730,🇺🇸 Midwest (IL/IN/MO),3100
731,🇺🇸 Midwest (IL/IN/MO),3100
732,🇺🇸 Midwest (IL/IN/MO),3100
734,🇺🇸 Midwest (IL/IN/MO),3100
735,🇺🇸 Midwest (IL/IN/MO),3100
736,🇺🇸 Midwest (IL/IN/MO),3100
737,🇺🇸 Midwest (IL/IN/MO),3100
738,🇺🇸 Midwest (IL/IN/MO),3100
739,🇺🇸 Midwest (IL/IN/MO),3100
740,🇺🇸 Midwest (IL/IN/MO),3100
741,🇺🇸 Midwest (IL/IN/MO),3100
743,🇺🇸 Midwest (IL/IN/MO),3100
744,🇺🇸 Midwest (IL/IN/MO),3100
745,🇺🇸 Midwest (IL/IN/MO),3100
746,🇺🇸 Midwest (IL/IN/MO),3100
747,🇺🇸 Midwest (IL/IN/MO),3100
748,🇺🇸 Midwest (IL/IN/MO),3100
749,🇺🇸 Midwest (IL/IN/MO),3100

# --- UPPER MIDWEST (MN) ---
550,🇺🇸 Upper Midwest (MN),3500
551,🇺🇸 Upper Midwest (MN),3500
553,🇺🇸 Upper Midwest (MN),3500
554,🇺🇸 Upper Midwest (MN),3500
555,🇺🇸 Upper Midwest (MN),3500
556,🇺🇸 Upper Midwest (MN),3500
557,🇺🇸 Upper Midwest (MN),3500
558,🇺🇸 Upper Midwest (MN),3500
559,🇺🇸 Upper Midwest (MN),3500
560,🇺🇸 Upper Midwest (MN),3500
561,🇺🇸 Upper Midwest (MN),3500
562,🇺🇸 Upper Midwest (MN),3500
563,🇺🇸 Upper Midwest (MN),3500
564,🇺🇸 Upper Midwest (MN),3500
565,🇺🇸 Upper Midwest (MN),3500
566,🇺🇸 Upper Midwest (MN),3500
567,🇺🇸 Upper Midwest (MN),3500

# --- GREAT LAKES (MI/WI) ---
480,🇺🇸 Great Lakes (MI/WI),2500
481,🇺🇸 Great Lakes (MI/WI),2500
482,🇺🇸 Great Lakes (MI/WI),2500
483,🇺🇸 Great Lakes (MI/WI),2500
484,🇺🇸 Great Lakes (MI/WI),2500
485,🇺🇸 Great Lakes (MI/WI),2500
486,🇺🇸 Great Lakes (MI/WI),2500
487,🇺🇸 Great Lakes (MI/WI),2500
488,🇺🇸 Great Lakes (MI/WI),2500
489,🇺🇸 Great Lakes (MI/WI),2500
490,🇺🇸 Great Lakes (MI/WI),2500
491,🇺🇸 Great Lakes (MI/WI),2500
492,🇺🇸 Great Lakes (MI/WI),2500
493,🇺🇸 Great Lakes (MI/WI),2500
494,🇺🇸 Great Lakes (MI/WI),2500
495,🇺🇸 Great Lakes (MI/WI),2500
496,🇺🇸 Great Lakes (MI/WI),2500
497,🇺🇸 Great Lakes (MI/WI),2500
498,🇺🇸 Great Lakes (MI/WI),2500
499,🇺🇸 Great Lakes (MI/WI),2500
530,🇺🇸 Great Lakes (MI/WI),2500
531,🇺🇸 Great Lakes (MI/WI),2500
532,🇺🇸 Great Lakes (MI/WI),2500
534,🇺🇸 Great Lakes (MI/WI),2500
535,🇺🇸 Great Lakes (MI/WI),2500
537,🇺🇸 Great Lakes (MI/WI),2500
538,🇺🇸 Great Lakes (MI/WI),2500
539,🇺🇸 Great Lakes (MI/WI),2500
540,🇺🇸 Great Lakes (MI/WI),2500
541,🇺🇸 Great Lakes (MI/WI),2500
542,🇺🇸 Great Lakes (MI/WI),2500
543,🇺🇸 Great Lakes (MI/WI),2500
544,🇺🇸 Great Lakes (MI/WI),2500
545,🇺🇸 Great Lakes (MI/WI),2500
546,🇺🇸 Great Lakes (MI/WI),2500
547,🇺🇸 Great Lakes (MI/WI),2500
548,🇺🇸 Great Lakes (MI/WI),2500
549,🇺🇸 Great Lakes (MI/WI),2500

# --- DEEP SOUTH ---
350,🇺🇸 Deep South,2800
351,🇺🇸 Deep South,2800
352,🇺🇸 Deep South,2800
354,🇺🇸 Deep South,2800
355,🇺🇸 Deep South,2800
356,🇺🇸 Deep South,2800
357,🇺🇸 Deep South,2800
358,🇺🇸 Deep South,2800
359,🇺🇸 Deep South,2800
360,🇺🇸 Deep South,2800
361,🇺🇸 Deep South,2800
362,🇺🇸 Deep South,2800
363,🇺🇸 Deep South,2800
364,🇺🇸 Deep South,2800
365,🇺🇸 Deep South,2800
366,🇺🇸 Deep South,2800
367,🇺🇸 Deep South,2800
368,🇺🇸 Deep South,2800
369,🇺🇸 Deep South,2800
370,🇺🇸 Deep South,2800
371,🇺🇸 Deep South,2800
372,🇺🇸 Deep South,2800
373,🇺🇸 Deep South,2800
374,🇺🇸 Deep South,2800
376,🇺🇸 Deep South,2800
377,🇺🇸 Deep South,2800
378,🇺🇸 Deep South,2800
379,🇺🇸 Deep South,2800
380,🇺🇸 Deep South,2800
381,🇺🇸 Deep South,2800
382,🇺🇸 Deep South,2800
383,🇺🇸 Deep South,2800
384,🇺🇸 Deep South,2800
385,🇺🇸 Deep South,2800
386,🇺🇸 Deep South,2800
387,🇺🇸 Deep South,2800
388,🇺🇸 Deep South,2800
389,🇺🇸 Deep South,2800
390,🇺🇸 Deep South,2800
391,🇺🇸 Deep South,2800
392,🇺🇸 Deep South,2800
393,🇺🇸 Deep South,2800
394,🇺🇸 Deep South,2800
395,🇺🇸 Deep South,2800
396,🇺🇸 Deep South,2800
397,🇺🇸 Deep South,2800
400,🇺🇸 Deep South,2800
401,🇺🇸 Deep South,2800
402,🇺🇸 Deep South,2800
403,🇺🇸 Deep South,2800
404,🇺🇸 Deep South,2800
405,🇺🇸 Deep South,2800
406,🇺🇸 Deep South,2800
410,🇺🇸 Deep South,2800
411,🇺🇸 Deep South,2800
412,🇺🇸 Deep South,2800
413,🇺🇸 Deep South,2800
414,🇺🇸 Deep South,2800
415,🇺🇸 Deep South,2800
416,🇺🇸 Deep South,2800
417,🇺🇸 Deep South,2800
418,🇺🇸 Deep South,2800
420,🇺🇸 Deep South,2800
421,🇺🇸 Deep South,2800
422,🇺🇸 Deep South,2800
423,🇺🇸 Deep South,2800
424,🇺🇸 Deep South,2800
425,🇺🇸 Deep South,2800
426,🇺🇸 Deep South,2800
427,🇺🇸 Deep South,2800
700,🇺🇸 Deep South,2800
701,🇺🇸 Deep South,2800
703,🇺🇸 Deep South,2800
704,🇺🇸 Deep South,2800
705,🇺🇸 Deep South,2800
706,🇺🇸 Deep South,2800
707,🇺🇸 Deep South,2800
708,🇺🇸 Deep South,2800
710,🇺🇸 Deep South,2800
711,🇺🇸 Deep South,2800
712,🇺🇸 Deep South,2800
713,🇺🇸 Deep South,2800
714,🇺🇸 Deep South,2800
716,🇺🇸 Deep South,2800
717,🇺🇸 Deep South,2800
718,🇺🇸 Deep South,2800
719,🇺🇸 Deep South,2800
720,🇺🇸 Deep South,2800
721,🇺🇸 Deep South,2800
722,🇺🇸 Deep South,2800
723,🇺🇸 Deep South,2800
724,🇺🇸 Deep South,2800
725,🇺🇸 Deep South,2800
726,🇺🇸 Deep South,2800
727,🇺🇸 Deep South,2800
728,🇺🇸 Deep South,2800
729,🇺🇸 Deep South,2800

# --- TEXAS ---
750,🇺🇸 Texas,3200
751,🇺🇸 Texas,3200
752,🇺🇸 Texas,3200
753,🇺🇸 Texas,3200
754,🇺🇸 Texas,3200
755,🇺🇸 Texas,3200
756,🇺🇸 Texas,3200
757,🇺🇸 Texas,3200
758,🇺🇸 Texas,3200
759,🇺🇸 Texas,3200
760,🇺🇸 Texas,3200
761,🇺🇸 Texas,3200
762,🇺🇸 Texas,3200
763,🇺🇸 Texas,3200
764,🇺🇸 Texas,3200
765,🇺🇸 Texas,3200
766,🇺🇸 Texas,3200
767,🇺🇸 Texas,3200
768,🇺🇸 Texas,3200
769,🇺🇸 Texas,3200
770,🇺🇸 Texas,3200
771,🇺🇸 Texas,3200
772,🇺🇸 Texas,3200
773,🇺🇸 Texas,3200
774,🇺🇸 Texas,3200
775,🇺🇸 Texas,3200
776,🇺🇸 Texas,3200
777,🇺🇸 Texas,3200
778,🇺🇸 Texas,3200
779,🇺🇸 Texas,3200
780,🇺🇸 Texas,3200
781,🇺🇸 Texas,3200
782,🇺🇸 Texas,3200
783,🇺🇸 Texas,3200
784,🇺🇸 Texas,3200
785,🇺🇸 Texas,3200
786,🇺🇸 Texas,3200
787,🇺🇸 Texas,3200
788,🇺🇸 Texas,3200
789,🇺🇸 Texas,3200
790,🇺🇸 Texas,3200
791,🇺🇸 Texas,3200
792,🇺🇸 Texas,3200
793,🇺🇸 Texas,3200
794,🇺🇸 Texas,3200
795,🇺🇸 Texas,3200
796,🇺🇸 Texas,3200
797,🇺🇸 Texas,3200
798,🇺🇸 Texas,3200
799,🇺🇸 Texas,3200

# --- ROCKY MOUNTAINS ---
590,🇺🇸 Rocky Mountains,3400
591,🇺🇸 Rocky Mountains,3400
592,🇺🇸 Rocky Mountains,3400
593,🇺🇸 Rocky Mountains,3400
594,🇺🇸 Rocky Mountains,3400
595,🇺🇸 Rocky Mountains,3400
596,🇺🇸 Rocky Mountains,3400
597,🇺🇸 Rocky Mountains,3400
598,🇺🇸 Rocky Mountains,3400
599,🇺🇸 Rocky Mountains,3400
800,🇺🇸 Rocky Mountains,3400
801,🇺🇸 Rocky Mountains,3400
802,🇺🇸 Rocky Mountains,3400
803,🇺🇸 Rocky Mountains,3400
804,🇺🇸 Rocky Mountains,3400
805,🇺🇸 Rocky Mountains,3400
806,🇺🇸 Rocky Mountains,3400
807,🇺🇸 Rocky Mountains,3400
808,🇺🇸 Rocky Mountains,3400
809,🇺🇸 Rocky Mountains,3400
810,🇺🇸 Rocky Mountains,3400
811,🇺🇸 Rocky Mountains,3400
812,🇺🇸 Rocky Mountains,3400
813,🇺🇸 Rocky Mountains,3400
814,🇺🇸 Rocky Mountains,3400
815,🇺🇸 Rocky Mountains,3400
816,🇺🇸 Rocky Mountains,3400
820,🇺🇸 Rocky Mountains,3400
821,🇺🇸 Rocky Mountains,3400
822,🇺🇸 Rocky Mountains,3400
823,🇺🇸 Rocky Mountains,3400
824,🇺🇸 Rocky Mountains,3400
825,🇺🇸 Rocky Mountains,3400
826,🇺🇸 Rocky Mountains,3400
827,🇺🇸 Rocky Mountains,3400
828,🇺🇸 Rocky Mountains,3400
829,🇺🇸 Rocky Mountains,3400
830,🇺🇸 Rocky Mountains,3400
831,🇺🇸 Rocky Mountains,3400
832,🇺🇸 Rocky Mountains,3400
833,🇺🇸 Rocky Mountains,3400
834,🇺🇸 Rocky Mountains,3400
835,🇺🇸 Rocky Mountains,3400
836,🇺🇸 Rocky Mountains,3400
837,🇺🇸 Rocky Mountains,3400
838,🇺🇸 Rocky Mountains,3400

# --- SOUTHWEST ---
840,🇺🇸 Southwest,3300
841,🇺🇸 Southwest,3300
843,🇺🇸 Southwest,3300
844,🇺🇸 Southwest,3300
845,🇺🇸 Southwest,3300
846,🇺🇸 Southwest,3300
847,🇺🇸 Southwest,3300
850,🇺🇸 Southwest,3300
851,🇺🇸 Southwest,3300
852,🇺🇸 Southwest,3300
853,🇺🇸 Southwest,3300
855,🇺🇸 Southwest,3300
856,🇺🇸 Southwest,3300
857,🇺🇸 Southwest,3300
859,🇺🇸 Southwest,3300
860,🇺🇸 Southwest,3300
863,🇺🇸 Southwest,3300
864,🇺🇸 Southwest,3300
865,🇺🇸 Southwest,3300
870,🇺🇸 Southwest,3300
871,🇺🇸 Southwest,3300
873,🇺🇸 Southwest,3300
874,🇺🇸 Southwest,3300
875,🇺🇸 Southwest,3300
877,🇺🇸 Southwest,3300
878,🇺🇸 Southwest,3300
879,🇺🇸 Southwest,3300
880,🇺🇸 Southwest,3300
881,🇺🇸 Southwest,3300
882,🇺🇸 Southwest,3300
883,🇺🇸 Southwest,3300
